;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
0.2585556;0.8621235;0.0000001;0.2272465;0.9030223;-0.0110728;0.2045543;0.9583466;-0.0239603;0.1927602;1.0078009;-0.0330340;0.1931737;1.0396147;-0.0433695;0.2227480;0.9192683;-0.0508252;0.2332957;0.9860249;-0.0675934;0.2362656;1.0122977;-0.0742481;0.2367148;1.0191761;-0.0757768;0.2571428;0.9014637;-0.0501962;0.2776638;0.9804840;-0.0635346;0.2798541;1.0090435;-0.0638160;0.2763329;1.0137091;-0.0639181;0.2879305;0.8935623;-0.0478411;0.3087886;0.9732375;-0.0573970;0.3081063;0.9994915;-0.0517648;0.3020111;1.0043914;-0.0472267;0.3121536;0.8918043;-0.0452507;0.3295941;0.9555361;-0.0505698;0.3271315;0.9790459;-0.0442481;0.3203134;0.9870074;-0.0388014;
0.2822380;0.7939132;0.0000001;0.2517015;0.8405403;-0.0137344;0.2296922;0.8970926;-0.0405087;0.2178803;0.9352796;-0.0687183;0.2090932;0.9640188;-0.0990711;0.2071766;0.8608530;-0.0646452;0.2016502;0.9192336;-0.0949689;0.2063753;0.9562972;-0.1156479;0.2121221;0.9911153;-0.1287882;0.2263981;0.8365272;-0.0719501;0.2381711;0.9140612;-0.0980540;0.2530385;0.9621714;-0.1065379;0.2633491;1.0007570;-0.1152285;0.2549254;0.8155919;-0.0782075;0.2742767;0.8931444;-0.1016135;0.2892322;0.9431501;-0.1069036;0.2983258;0.9800153;-0.1109271;0.2875927;0.7995633;-0.0852898;0.3043949;0.8668469;-0.0983348;0.3113238;0.9093713;-0.0985977;0.3143354;0.9412879;-0.1007044;
0.2465171;0.7510598;-0.0000005;0.2191066;0.7921450;-0.0097371;0.1976384;0.8495634;-0.0331519;0.1912684;0.8984738;-0.0591052;0.1940213;0.9337881;-0.0886039;0.2056244;0.8266275;-0.0465427;0.2150494;0.8776786;-0.0738682;0.2237359;0.9196750;-0.0934532;0.2302179;0.9524667;-0.1035193;0.2324648;0.8125353;-0.0544306;0.2480190;0.8658165;-0.0773825;0.2571602;0.9138733;-0.0859547;0.2621937;0.9506724;-0.0907484;0.2595112;0.7955297;-0.0609004;0.2766868;0.8516638;-0.0843403;0.2859694;0.8994964;-0.0838716;0.2908210;0.9347310;-0.0795309;0.2862849;0.7793731;-0.0678366;0.3031391;0.8197719;-0.0808106;0.3091521;0.8612432;-0.0722521;0.3114326;0.8950515;-0.0639166;
0.2468972;0.7118487;-0.0000005;0.2196205;0.7574180;-0.0099193;0.1992305;0.8191248;-0.0346485;0.1970837;0.8675755;-0.0620431;0.2036064;0.8926052;-0.0927003;0.1953839;0.7829183;-0.0495892;0.2079877;0.8483768;-0.0812711;0.2186294;0.8917620;-0.1051924;0.2259492;0.9213780;-0.1190649;0.2209537;0.7618749;-0.0588747;0.2367102;0.8327816;-0.0825296;0.2451575;0.8836974;-0.0909504;0.2501379;0.9193689;-0.0971639;0.2509294;0.7437049;-0.0669412;0.2655966;0.8164997;-0.0885684;0.2691995;0.8673055;-0.0836672;0.2717312;0.9011005;-0.0784790;0.2830979;0.7312112;-0.0763607;0.2942226;0.7962199;-0.0865544;0.2945342;0.8413094;-0.0756865;0.2945323;0.8730014;-0.0671959;
0.2543096;0.6444462;-0.0000005;0.2206068;0.6976675;-0.0020035;0.2018694;0.7696804;-0.0262713;0.2041482;0.8226264;-0.0538101;0.2181404;0.8447618;-0.0852108;0.1864556;0.7465831;-0.0568826;0.2021303;0.8126529;-0.0858863;0.2188816;0.8460771;-0.1060548;0.2283252;0.8655369;-0.1183625;0.2109315;0.7190096;-0.0680533;0.2312420;0.7827582;-0.0858629;0.2439481;0.8221124;-0.0883785;0.2505991;0.8449566;-0.0941054;0.2423881;0.6926085;-0.0761579;0.2595739;0.7568103;-0.0926915;0.2664165;0.7988461;-0.0843137;0.2692258;0.8263953;-0.0800360;0.2767766;0.6702549;-0.0846455;0.2912405;0.7334425;-0.0893385;0.2940722;0.7737322;-0.0758203;0.2946139;0.8007686;-0.0682001;
0.2594543;0.8252342;-0.0000002;0.2939951;0.7797801;-0.0067505;0.3011074;0.7270595;-0.0158028;0.2850823;0.6918854;-0.0259647;0.2629672;0.6771333;-0.0351231;0.2707013;0.6450192;-0.0160815;0.2626765;0.6170012;-0.0392404;0.2733417;0.6533829;-0.0551626;0.2811750;0.6904576;-0.0623057;0.2392848;0.6600738;-0.0207330;0.2356569;0.6422725;-0.0377870;0.2493276;0.6776886;-0.0430516;0.2593580;0.7132971;-0.0443704;0.2120308;0.6874688;-0.0269608;0.2173776;0.6843413;-0.0415678;0.2341615;0.7154059;-0.0376399;0.2446772;0.7454840;-0.0324680;0.1906418;0.7224238;-0.0340440;0.1998380;0.7201049;-0.0430014;0.2151026;0.7420446;-0.0375408;0.2240564;0.7614470;-0.0307521;
0.2506209;0.8007714;-0.0000003;0.2884957;0.7579238;-0.0065043;0.3015849;0.7067415;-0.0126328;0.2876555;0.6648369;-0.0191472;0.2698600;0.6384380;-0.0239601;0.2806635;0.6406355;-0.0123945;0.2716217;0.5846518;-0.0302752;0.2742936;0.6123966;-0.0406918;0.2791824;0.6475755;-0.0439888;0.2484073;0.6456357;-0.0148219;0.2376120;0.5893800;-0.0276362;0.2440343;0.6229374;-0.0295469;0.2517762;0.6576378;-0.0276612;0.2184891;0.6602865;-0.0185021;0.2126212;0.6216744;-0.0274272;0.2230535;0.6512820;-0.0215331;0.2309639;0.6803078;-0.0153737;0.1924053;0.6822231;-0.0229832;0.1907631;0.6550946;-0.0269621;0.2020000;0.6765491;-0.0196298;0.2095580;0.6975311;-0.0121169;
0.2532084;0.7109168;-0.0000003;0.2831011;0.6713298;-0.0075529;0.2948797;0.6221931;-0.0124283;0.2832905;0.5938372;-0.0192676;0.2659807;0.5833794;-0.0250489;0.2672812;0.5525362;-0.0022500;0.2606542;0.5094944;-0.0209021;0.2680209;0.5379467;-0.0333477;0.2739289;0.5696468;-0.0382787;0.2395131;0.5589266;-0.0066313;0.2288585;0.5047057;-0.0241871;0.2404560;0.5447028;-0.0303333;0.2479126;0.5806990;-0.0290294;0.2142175;0.5760191;-0.0132536;0.2044824;0.5392101;-0.0290972;0.2206853;0.5757431;-0.0268015;0.2288417;0.6050300;-0.0199342;0.1899798;0.6028492;-0.0206051;0.1823950;0.5725278;-0.0284983;0.1977808;0.5956113;-0.0215094;0.2064772;0.6171808;-0.0130821;
0.2470561;0.6672708;-0.0000003;0.2739185;0.6387237;-0.0071341;0.2900397;0.6009325;-0.0151493;0.2958782;0.5846592;-0.0258540;0.2918894;0.5782779;-0.0361153;0.2636589;0.5296056;-0.0100438;0.2569268;0.4798805;-0.0295320;0.2660344;0.5083797;-0.0419871;0.2707840;0.5410411;-0.0473839;0.2377493;0.5370281;-0.0152015;0.2253634;0.4796785;-0.0333585;0.2425590;0.5193776;-0.0402122;0.2511173;0.5566018;-0.0409174;0.2129730;0.5536524;-0.0220533;0.2010326;0.5053656;-0.0366243;0.2215157;0.5407670;-0.0346088;0.2299514;0.5733424;-0.0294263;0.1881412;0.5791509;-0.0295998;0.1786016;0.5417069;-0.0378191;0.1955923;0.5614820;-0.0326221;0.2045066;0.5859497;-0.0265100;
0.2452265;0.6355562;-0.0000002;0.2714822;0.6155197;-0.0080764;0.2896611;0.5897061;-0.0182038;0.2993248;0.5981875;-0.0308418;0.2971520;0.6128310;-0.0440471;0.2650302;0.5104994;-0.0165685;0.2560893;0.4623656;-0.0372931;0.2640715;0.4871940;-0.0513610;0.2696513;0.5186979;-0.0579158;0.2381219;0.5179679;-0.0209416;0.2240089;0.4624790;-0.0395528;0.2394418;0.5003116;-0.0477648;0.2484568;0.5368150;-0.0501513;0.2126219;0.5316373;-0.0266003;0.1992018;0.4830372;-0.0402868;0.2176539;0.5177402;-0.0405045;0.2267862;0.5501568;-0.0374542;0.1879223;0.5531538;-0.0328929;0.1769907;0.5149911;-0.0407174;0.1923326;0.5362103;-0.0371665;0.2015785;0.5619979;-0.0327859;
